mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M351WT,M352Mdmx,M371Mdmx,M380Mdmx,M383WT,M396WT,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
H2-Aa,ENSMUSG00000036594.15,ENSMUSG00000036594,3153.165075,-0.90647064,0.709485017,-1.277645925,0.2013743,0.662952929,17,-1,34282744,34287823,protein_coding,8019.645214,2228.567962,3581.091318,754.6944834,2242.235442,1953.699083,0.178517306287951,6,TRUE,1 - high confidence,"H-2 class II histocompatibility antigen, A-K alpha chain",no
H2-Aa,ENSMUSG00000036594.15,ENSMUSG00000036594,3153.165075,-0.90647064,0.709485017,-1.277645925,0.2013743,0.662952929,17,-1,34282744,34287823,protein_coding,8019.645214,2228.567962,3581.091318,754.6944834,2242.235442,1953.699083,0.178517306287951,6,TRUE,2 - putative,"H-2 class II histocompatibility antigen, A-Q alpha chain",no
H2-D1,ENSMUSG00000073411.11,ENSMUSG00000073411,69208.70416,-0.698471799,0.290689158,-2.402813383,0.016269488,0.238799549,17,1,35262730,35267499,protein_coding,112261.8658,57297.8212,40539.30472,64664.61758,67437.05354,82299.41421,0.621966497756221,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, D-B alpha chain",no
H2-D1,ENSMUSG00000073411.11,ENSMUSG00000073411,69208.70416,-0.698471799,0.290689158,-2.402813383,0.016269488,0.238799549,17,1,35262730,35267499,protein_coding,112261.8658,57297.8212,40539.30472,64664.61758,67437.05354,82299.41421,0.621966497756221,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, D-K alpha chain",no
H2-D1,ENSMUSG00000073411.11,ENSMUSG00000073411,69208.70416,-0.698471799,0.290689158,-2.402813383,0.016269488,0.238799549,17,1,35262730,35267499,protein_coding,112261.8658,57297.8212,40539.30472,64664.61758,67437.05354,82299.41421,0.621966497756221,6,TRUE,2 - putative,"H-2 class I histocompatibility antigen, alpha chain",no
H2-DMa,ENSMUSG00000037649.10,ENSMUSG00000037649,6136.590388,0.26423333,0.223366277,1.182959818,0.236825073,0.701457031,17,1,34119541,34139101,protein_coding,5814.286672,7047.432174,7111.561865,5893.853879,4421.261922,6368.029499,0.153998927302968,6,TRUE,1 - high confidence,"Class II histocompatibility antigen, M alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,40742.61802,-0.041677533,0.241459628,-0.172606632,0.862960639,0.979025978,17,-1,33996017,34000347,protein_coding,45890.506,40008.8617,49362.45374,30710.84331,36594.11422,40396.62489,0.00920578424143123,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-D alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,40742.61802,-0.041677533,0.241459628,-0.172606632,0.862960639,0.979025978,17,-1,33996017,34000347,protein_coding,45890.506,40008.8617,49362.45374,30710.84331,36594.11422,40396.62489,0.00920578424143123,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-W28 alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,40742.61802,-0.041677533,0.241459628,-0.172606632,0.862960639,0.979025978,17,-1,33996017,34000347,protein_coding,45890.506,40008.8617,49362.45374,30710.84331,36594.11422,40396.62489,0.00920578424143123,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-K alpha chain",no
H2-K1,ENSMUSG00000061232.16,ENSMUSG00000061232,40742.61802,-0.041677533,0.241459628,-0.172606632,0.862960639,0.979025978,17,-1,33996017,34000347,protein_coding,45890.506,40008.8617,49362.45374,30710.84331,36594.11422,40396.62489,0.00920578424143123,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, K-B alpha chain",no
H2-Q10,ENSMUSG00000067235.14,ENSMUSG00000067235,864.8353333,-1.249295524,0.552943384,-2.259355225,0.023861297,0.288707384,17,1,35470089,35474563,protein_coding,1141.654557,677.780664,248.1677458,396.8045175,1416.474365,563.1523724,0.539542108431559,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, Q10 alpha chain",no
H2-Q7,ENSMUSG00000060550.16,ENSMUSG00000060550,7518.25195,0.230756707,0.489604002,0.471312952,0.637417268,0.927198955,17,1,35439155,35443773,protein_coding,6545.733915,6765.241909,13299.02732,4165.774262,4403.596262,9608.653909,0.0328270665159761,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, Q7 alpha chain",no
H2-T23,ENSMUSG00000067212.8,ENSMUSG00000067212,14566.95808,0.094593945,0.236657827,0.399707653,0.689371855,0.942590997,17,-1,36029773,36032855,protein_coding,17831.53295,14425.9347,14318.96099,16404.79602,12611.19669,11566.75931,0.0256767126475618,6,TRUE,1 - high confidence,"H-2 class I histocompatibility antigen, D-37 alpha chain",no
Havcr2,ENSMUSG00000020399.14,ENSMUSG00000020399,162.1444986,1.128448634,1.654372622,0.682100646,0.495175312,0.877893887,11,1,46454935,46481255,protein_coding,122.7649473,332.227572,293.7424753,46.10644321,182.1789468,0,0.056557975068159,5,TRUE,1 - high confidence,Hepatitis A virus cellular receptor 2 homolog,no
Hepacam2,ENSMUSG00000044156.14,ENSMUSG00000044156,672.6160241,-1.319975409,2.266014731,-0.582509633,0.560223455,0.901316135,6,-1,3457096,3498298,protein_coding,1773.973345,46.47743231,260.1061638,723.6110516,774.8215432,0,0.0451228542982795,5,TRUE,1 - high confidence,HEPACAM family member 2,no
Hexa,ENSMUSG00000025232.8,ENSMUSG00000025232,3651.500545,0.044063933,0.279856615,0.157451818,0.874888778,0.980971099,9,1,59539540,59565109,protein_coding,3598.245295,4567.990099,2899.600784,3665.634113,2892.029665,4245.856409,0.00834378745156434,6,TRUE,3 - unspecific,Beta-hexosaminidase subunit alpha,no
Hexb,ENSMUSG00000021665.9,ENSMUSG00000021665,3266.17607,0.769439091,0.299843292,2.566137417,0.010283808,0.189927809,13,-1,97176331,97198357,protein_coding,2161.850492,4453.674936,5081.288217,2801.928019,2341.913155,2693.748988,0.721411441734638,6,TRUE,3 - unspecific,Beta-hexosaminidase subunit beta,no
Hfe,ENSMUSG00000006611.15,ENSMUSG00000006611,266.874821,1.10540934,1.344213609,0.822346488,0.410879726,0.830879744,13,-1,23702034,23710854,protein_coding,77.46087696,670.4399472,291.2431323,189.3949347,2.947692384,453.4360103,0.0804618285582387,6,TRUE,1 - high confidence,Hereditary hemochromatosis protein homolog,no
Hgsnat,ENSMUSG00000037260.8,ENSMUSG00000037260,512.007178,-0.553153365,0.6461319,-0.856099761,0.391942601,0.819192775,8,-1,25944453,25976753,protein_coding,638.0962954,502.8510844,559.0745595,117.358143,555.1475585,526.3926385,0.086613886680096,6,TRUE,2 - putative,Heparan-alpha-glucosaminide N-acetyltransferase,no
Hist1h1c,ENSMUSG00000036181.2,ENSMUSG00000036181,1098.594629,0.31324702,0.654175414,0.478842545,0.632050647,0.925420503,13,1,23738808,23740367,protein_coding,1821.086243,1806.615514,1023.395898,824.4636342,364.5042349,734.8244133,0.0336608827903875,6,TRUE,3 - unspecific,Histone H1.2,no
Hist1h1d,ENSMUSG00000052565.7,ENSMUSG00000052565,180.0110249,1.107037872,0.757524135,1.461389574,0.14390856,0.582899849,13,1,23553262,23560686,protein_coding,165.4878963,366.0189718,272.3911107,99.9897118,112.3482725,62.8447224,0.234406057184373,6,TRUE,3 - unspecific,Histone H1.3,no
Hist1h1e,ENSMUSG00000051627.3,ENSMUSG00000051627,151.9019261,0.236993242,0.695893114,0.340559832,0.733434973,0.951585208,13,-1,23620629,23622558,protein_coding,173.9941562,239.7051629,151.6457214,101.9590088,170.2720766,71.55072296,0.0215523175110912,6,TRUE,3 - unspecific,Histone H1.4,no
Hmgcr,ENSMUSG00000021670.14,ENSMUSG00000021670,7530.19805,1.25631673,0.440054401,2.854912317,0.004304871,0.125572238,13,-1,96648967,96670936,protein_coding,3226.949034,12651.50363,13954.59593,5129.82995,5937.516488,4044.051996,0.901106365504076,6,TRUE,2 - putative,3-hydroxy-3-methylglutaryl-coenzyme A reductase,no
Hnrnpk,ENSMUSG00000021546.18,ENSMUSG00000021546,80031.34263,-0.156510552,0.164655676,-0.950532381,0.341841809,0.790145244,13,-1,58391142,58403343,protein_coding,72587.65932,75415.41734,72885.00412,78367.87214,94838.67669,83731.32246,0.10229306963382,6,TRUE,1 - high confidence,Heterogeneous nuclear ribonucleoprotein K,no
Hnrnpu,ENSMUSG00000039630.10,ENSMUSG00000039630,25964.86129,0.403973297,0.247467375,1.632430523,0.102588824,0.505999694,1,-1,178321108,178337797,protein_coding,16560.23794,25630.32033,34262.34691,26131.91586,25331.57831,22767.5498,0.295849745796864,6,TRUE,3 - unspecific,Heterogeneous nuclear ribonucleoprotein U,no
Hs2st1,ENSMUSG00000040151.9,ENSMUSG00000040151,595.7931939,0.261003507,0.366095441,0.712938425,0.47588386,0.868864883,3,-1,144429706,144570181,protein_coding,423.1504643,754.756609,476.6264509,716.2204514,585.1031763,607.2361597,0.0610477553464732,6,TRUE,3 - unspecific,Heparan sulfate 2-O-sulfotransferase 1,no
Hs6st1,ENSMUSG00000045216.7,ENSMUSG00000045216,1066.943837,-0.124965434,0.433948148,-0.287973193,0.773367259,0.960129742,1,1,36068400,36106446,protein_coding,855.1805215,673.8802285,1476.30111,914.3339226,997.0006363,1473.569695,0.0176700769318108,6,TRUE,3 - unspecific,Heparan-sulfate 6-O-sulfotransferase 1,no
Hsp90aa1,ENSMUSG00000021270.13,ENSMUSG00000021270,97648.76348,-0.308605019,0.235953579,-1.307905651,0.190905313,0.650164741,12,-1,110690605,110702728,protein_coding,93732.67157,75992.84193,70004.21367,109328.0901,109231.3591,111412.1246,0.18697658636918,6,TRUE,3 - unspecific,Heat shock protein HSP 90-alpha,no
Hsp90ab1,ENSMUSG00000023944.14,ENSMUSG00000023944,108958.1181,-0.0278593,0.224366779,-0.124168563,0.901181813,0.98670224,17,-1,45567775,45573271,protein_coding,90461.74316,86913.92355,113089.5071,123843.4321,118605.9846,119271.2821,0.00581388586625975,6,TRUE,3 - unspecific,Heat shock protein HSP 90-beta,no
Hsp90b1,ENSMUSG00000020048.13,ENSMUSG00000020048,30408.05054,-0.17793373,0.334781984,-0.531491354,0.595078331,0.914524928,10,-1,86690209,86705509,protein_coding,48386.31816,29238.19637,29053.94202,27486.90915,25587.01361,22389.62292,0.0388044520844529,6,TRUE,3 - unspecific,Endoplasmin,no
Hspa13,ENSMUSG00000032932.15,ENSMUSG00000032932,1145.710608,-0.261284582,0.506069863,-0.516301406,0.605643915,0.917169892,16,-1,75745431,75767104,protein_coding,2152.887178,1245.277897,934.9320693,957.2503164,792.0101066,788.8237873,0.0375502103233437,6,TRUE,3 - unspecific,Heat shock 70 kDa protein 13,no
Hspa8,ENSMUSG00000015656.17,ENSMUSG00000015656,137284.4642,-0.244461182,0.263822254,-0.926613197,0.354127401,0.799042831,9,1,40800984,40810087,protein_coding,119619.4986,141002.686,125668.9424,101471.3718,188618.3244,125201.6908,0.097429940625427,6,TRUE,3 - unspecific,Heat shock cognate 71 kDa protein,no
Hspd1,ENSMUSG00000025980.14,ENSMUSG00000025980,32285.16603,-0.366457011,0.253909073,-1.443260799,0.148947018,0.591764743,1,-1,55077835,55088243,protein_coding,32525.06377,24600.13525,22278.34265,36880.51171,38673.5874,36135.62438,0.227850913417828,6,TRUE,3 - unspecific,"60 kDa heat shock protein, mitochondrial",no
Hyal2,ENSMUSG00000010047.12,ENSMUSG00000010047,1156.675624,-1.281151154,0.705668357,-1.815514527,0.069444875,0.444699157,9,1,107567945,107572779,protein_coding,1078.733275,626.9208807,162.0996473,1260.44549,1811.793917,2061.89537,0.351933693826521,6,TRUE,1 - high confidence,Hyaluronidase-2,no
Hyou1,ENSMUSG00000032115.14,ENSMUSG00000032115,1896.512645,-1.494211394,0.506497612,-2.950085762,0.003176857,0.107177753,9,1,44379490,44392369,protein_coding,4676.288412,635.9922798,1068.979937,1272.538979,1880.381784,1773.133877,0.969895352255369,6,TRUE,3 - unspecific,Hypoxia up-regulated protein 1,no
Icam1,ENSMUSG00000037405.8,ENSMUSG00000037405,1062.705778,0.502775941,0.440681089,1.14090655,0.253908814,0.717468971,9,1,21015985,21028817,protein_coding,1254.949983,830.8233891,1665.921711,1257.957239,661.2325607,717.8882401,0.144196876496232,6,TRUE,1 - high confidence,Intercellular adhesion molecule 1,CD54
Icam2,ENSMUSG00000001029.15,ENSMUSG00000001029,3142.74727,0.011372748,0.301608361,0.037707004,0.969921291,0.994422677,11,-1,106377656,106388075,protein_coding,3250.01743,4028.051034,2573.016552,2652.465705,2368.790219,3508.361942,0.00242898052120672,6,TRUE,1 - high confidence,Intercellular adhesion molecule 2,CD102
Ifnar1,ENSMUSG00000022967.13,ENSMUSG00000022967,1687.626222,-0.314496618,0.433970131,-0.724696462,0.468638266,0.864199075,16,1,91485238,91507441,protein_coding,2013.401155,1959.648292,798.9398144,1668.08171,1295.162838,2163.108538,0.0633862028739101,6,TRUE,1 - high confidence,Interferon alpha/beta receptor 1,no
Ifnar2,ENSMUSG00000022971.18,ENSMUSG00000022971,2573.490747,-0.374569976,0.314743633,-1.190079598,0.234015108,0.697549784,16,1,91372783,91405589,protein_coding,3061.92141,2537.157723,1570.260518,2375.983101,2091.373495,3201.09309,0.156424791430812,6,TRUE,1 - high confidence,Interferon alpha/beta receptor 2,no
Igdcc4,ENSMUSG00000032816.15,ENSMUSG00000032816,99.1207359,0.873885002,2.247980419,0.388742266,0.697466813,0.943480398,9,1,65101486,65137940,protein_coding,76.5367834,370.3431596,1.747763804,2.472328183,0,126.8075863,0.0252671184231285,5,TRUE,1 - high confidence,Immunoglobulin superfamily DCC subclass member 4,no
Igf1r,ENSMUSG00000005533.10,ENSMUSG00000005533,3783.86664,0.47531417,0.358413538,1.326161317,0.184786269,0.645700452,7,1,67952827,68233668,protein_coding,2892.822307,4897.807366,5120.062433,2545.486164,2397.455931,3698.46593,0.189968909581404,6,TRUE,1 - high confidence,Insulin-like growth factor 1 receptor,CD221
Igf2r,ENSMUSG00000023830.14,ENSMUSG00000023830,3246.529648,0.831530084,0.327059299,2.542444407,0.011008011,0.195137846,17,-1,12682406,12769664,protein_coding,2355.266483,3827.672904,5547.686282,3239.44526,2895.715857,1794.415641,0.709658493214454,6,TRUE,1 - high confidence,Cation-independent mannose-6-phosphate receptor,CD222
Igsf10,ENSMUSG00000036334.12,ENSMUSG00000036334,203.5527668,1.095299696,0.809762265,1.352618841,0.17617743,0.633628455,3,-1,59316735,59344394,protein_coding,100.3268361,382.7745656,205.2275827,245.5772569,245.36804,41.54600646,0.198165327674884,6,TRUE,1 - high confidence,Immunoglobulin superfamily member 10,no
Igsf3,ENSMUSG00000042035.11,ENSMUSG00000042035,3297.832109,-0.183343529,0.473444166,-0.387254807,0.698567579,0.943521074,3,1,101377083,101463059,protein_coding,2679.012391,1885.850602,2111.657904,5308.733688,3382.386271,4449.712837,0.0252483952131992,6,TRUE,1 - high confidence,Immunoglobulin superfamily member 3,no
Igsf8,ENSMUSG00000038034.15,ENSMUSG00000038034,323.8268218,0.4537283,0.65979927,0.687676269,0.491656667,0.875988401,1,1,172261641,172319841,protein_coding,277.3042523,509.8863703,498.0144495,121.9252687,270.2741643,272.771064,0.0575016443057156,6,TRUE,1 - high confidence,Immunoglobulin superfamily member 8,CD316
Il10rb,ENSMUSG00000022969.13,ENSMUSG00000022969,2489.744101,0.309312321,0.368338828,0.839749429,0.401048893,0.825279796,16,1,91406164,91425834,protein_coding,2660.198851,2809.195326,2501.4493,2880.786323,1228.005687,2685.790044,0.0833987868949159,6,TRUE,1 - high confidence,Interleukin-10 receptor subunit beta,CDw210b
Il12rb1,ENSMUSG00000000791.9,ENSMUSG00000000791,216.8967733,0.7419643,0.449404581,1.650994073,0.098739785,0.497753265,8,1,70808449,70821424,protein_coding,190.0201917,279.8774223,318.8312392,207.9517055,134.2337953,155.5248927,0.302985882547498,6,TRUE,1 - high confidence,Interleukin-12 receptor subunit beta-1,CD212
Il12rb2,ENSMUSG00000018341.12,ENSMUSG00000018341,155.6763562,2.457638688,1.763327485,1.39375057,0.163392939,0.616214825,6,-1,67291318,67376188,protein_coding,135.6334315,363.2086809,150.6263388,254.6456246,3.05680056,0,0.210267857563633,5,TRUE,1 - high confidence,Interleukin-12 receptor subunit beta-2,no
Il17ra,ENSMUSG00000002897.5,ENSMUSG00000002897,2908.847421,-0.410809069,0.288893594,-1.422008236,0.15502386,0.601597659,6,1,120463247,120487559,protein_coding,2974.713744,1746.424076,2427.434706,3147.190033,3311.256317,3392.054711,0.220693862385431,6,TRUE,1 - high confidence,Interleukin-17 receptor A,CD217
Il1r1,ENSMUSG00000026072.12,ENSMUSG00000026072,90.42748236,-0.165126094,1.738830488,-0.094963882,0.924343515,0.98877226,1,1,40225080,40317257,protein_coding,24.81964257,0,185.0323417,53.87817222,133.0697116,108.9258334,0.00490372621351212,5,TRUE,1 - high confidence,Interleukin-1 receptor type 1,CD121a
Il1rap,ENSMUSG00000022514.14,ENSMUSG00000022514,806.6997136,1.14759546,0.64612951,1.776107486,0.075715203,0.459591619,16,1,26581704,26730117,protein_coding,402.9473302,1421.304038,1386.893204,504.3199563,847.2352908,235.2308432,0.337627899599157,6,TRUE,1 - high confidence,Interleukin-1 receptor accessory protein,no
Il21r,ENSMUSG00000030745.9,ENSMUSG00000030745,625.8856089,0.364131153,0.462822585,0.786761851,0.43142129,0.838740247,7,1,125603429,125633570,protein_coding,736.5163291,1017.011482,470.3348964,659.5498475,425.0091759,495.6256532,0.0763725168363148,6,TRUE,1 - high confidence,Interleukin-21 receptor,no
Il27ra,ENSMUSG00000005465.9,ENSMUSG00000005465,1185.34805,-0.090968862,0.547711351,-0.166089057,0.868086866,0.979800792,8,-1,84030294,84042589,protein_coding,861.7974188,1860.166427,558.646257,978.6562907,992.2946845,1744.909522,0.00886221382734011,6,TRUE,1 - high confidence,Interleukin-27 receptor subunit alpha,no
Il2rg,ENSMUSG00000031304.18,ENSMUSG00000031304,16345.82067,0.310705361,0.442951034,0.701444037,0.483025948,0.871830038,X,-1,101264378,101268255,protein_coding,19952.33114,21436.94561,23607.42759,9229.674658,14369.59872,9137.520517,0.0595681718944841,6,TRUE,1 - high confidence,Cytokine receptor common subunit gamma,CD132
Il31ra,ENSMUSG00000050377.8,ENSMUSG00000050377,192.1257969,0.178545581,2.290672433,0.077944615,0.93787211,0.990806699,13,-1,112519898,112594360,protein_coding,99.27251669,0,0,613.3005944,270.2922568,168.9970929,0.00401106574294368,4,TRUE,1 - high confidence,Interleukin-31 receptor subunit alpha,no
Il3ra,ENSMUSG00000068758.8,ENSMUSG00000068758,49.71593962,0.163649203,3.184345343,0.051391789,0.959013328,0.992965215,14,1,14346275,14356011,protein_coding,129.9687748,103.9261776,0,43.10637354,0,0,0.00306596519863566,3,TRUE,1 - high confidence,Interleukin-3 receptor subunit alpha,CD123
Il6ra,ENSMUSG00000027947.11,ENSMUSG00000027947,123.8134725,-0.627243119,0.983713324,-0.637627958,0.523715892,0.889118657,3,-1,89864059,89913196,protein_coding,259.7308974,52.28827216,205.1826293,49.70187235,53.49756817,158.9900542,0.0510402765533083,6,TRUE,1 - high confidence,Interleukin-6 receptor subunit alpha,CD126
Il6st,ENSMUSG00000021756.12,ENSMUSG00000021756,641.0154018,0.100180281,0.856809904,0.116922412,0.906921538,0.987602764,13,1,112464070,112510086,protein_coding,1305.005338,673.0271483,930.2515759,315.5303234,140.3842845,333.0097306,0.00541770328013346,6,TRUE,1 - high confidence,Interleukin-6 receptor subunit beta,CD130
Il7r,ENSMUSG00000003882.5,ENSMUSG00000003882,111.169165,3.40961378,2.003822694,1.701554629,0.088838889,0.480477463,15,-1,9505788,9530176,protein_coding,34.7873584,70.09320763,493.8254098,0.893228028,0,18.16974012,0.318326978285307,5,TRUE,1 - high confidence,Interleukin-7 receptor subunit alpha,CD127
Impad1,ENSMUSG00000066324.2,ENSMUSG00000066324,1611.564823,0.369937383,0.321580308,1.150373245,0.249990175,0.713484536,4,-1,4762484,4793355,protein_coding,949.453642,1865.191583,1901.125012,1693.128706,1432.725702,1819.748967,0.146615435307075,6,TRUE,2 - putative,Inositol monophosphatase 3,no
Insr,ENSMUSG00000005534.10,ENSMUSG00000005534,992.0304218,-1.105811008,0.680118855,-1.625908473,0.103969127,0.509207104,8,-1,3122061,3279617,protein_coding,1975.054416,452.4388888,1128.285344,214.7976727,849.8706582,1018.62291,0.293105546089713,6,TRUE,1 - high confidence,Insulin receptor,CD220
Islr,ENSMUSG00000037206.15,ENSMUSG00000037206,641.6120542,1.362096243,0.710626588,1.916753844,0.055269211,0.409223955,9,-1,58156268,58204306,protein_coding,463.4486061,1573.852989,719.9798644,459.1913132,122.7686629,478.6442202,0.388038951646561,6,TRUE,1 - high confidence,Immunoglobulin superfamily containing leucine-rich repeat protein,no
